Job_Title,Job_Company,Job_Location,Job_Salary,Job_Description,Job_Email,Job_PostedDate,Job_Link
"Senior Software Engineer, Data, Science",Chan Zuckerberg Initiative,"Redwood City, CA",$190K - $285K (Employer est.),"The Chan Zuckerberg Initiative was founded by Priscilla Chan and Mark Zuckerberg in 2015 to help solve some of society's toughest challenges — from eradicating disease and improving education to addressing the needs of our local communities. Our mission is to build a more inclusive, just, and healthy future for everyone.
The Team
Founded by Priscilla Chan and Mark Zuckerberg in 2015, the Chan Zuckerberg Initiative (CZI) is a new kind of philanthropy that's leveraging technology to help solve some of society's toughest challenges – from eradicating disease, to improving education. Across our core initiatives of Science and Education, we're pairing engineering with grant making, impact investing, policy work, and advocacy, to progress in our mission of building an inclusive, just and healthy future for everyone.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-software-engineer-data-science-chan-zuckerberg-initiative-JV_IC1147394_KO0,37_KE38,64.htm?jl=1009398911994"
Business Intelligence Developer - Data Engineer,Wiese Usa Inc,"Saint Louis, MO",$80K - $108K (Glassdoor est.),"Wiese USA has an immediate opening for a Business Intelligence Data Engineer based out of our corporate office in Olivette, MO. In this role, we are seeking a customer-minded technologist who is comfortable with driving change. Adaptable individual must be a problem solver, with proven ability to operate and deliver in a fast-paced, dynamic environment, all the while meeting our Culture and Customer Focused Values. Demonstrated desire to learn and develop professionally are crucial ingredients to this role.
This role will lead efforts to design data integration and governance architecture and ETL jobs, map pertinent fields from the data warehouse to CRM for sales and/or marketing efforts and ensure data accuracy and usability is maintained at the highest of standards. Lead development of new data processes and use of technologies and application development.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/business-intelligence-developer-data-engineer-wiese-usa-inc-JV_IC1131270_KO0,45_KE46,59.htm?jl=1009398776441"
Data Center Technology Engineer,LaBella Associates,"Binghamton, NY",$75K - $85K (Employer est.),"LaBella Associates was established in 1978 and is a certified Great Place To Work. We are headquartered in Binghamton/Vestal, NY with offices across New York, Ohio, Pennsylvania, Connecticut, Maine, Virginia, North and South Carolina, and Madrid, Spain. LaBella is a multi-disciplined architectural and engineering firm dedicated to client satisfaction through teamwork, respect, and trust. We provide services that take a project from start to finish—from an initial study to determine a project’s feasibility to construction administration and start up, and everything in between.
We are currently hiring a Data Center Technology Engineer in our Program Management Services division at our client’s Binghamton/Vestal office.
Requirements
Show more",N/A,24h,"https://www.glassdoor.com/job-listing/data-center-technology-engineer-labella-associates-JV_IC1131807_KO0,31_KE32,50.htm?jl=1009441030998"
Senior Data Platform Engineer,Honor,Remote,$172K - $190K (Employer est.),"Honor exists to expand the world’s capacity to care.
We’re combining high tech with high-touch to deliver better home care for aging adults, better jobs for Care Professionals, and entirely new offerings to support the aging journey, at scale.
Founded in 2014, and now a Series E funded “Unicorn” valued at over $1B, Honor leads the world’s largest home care network with the most advanced care platform. Our August 2021 acquisition of Home Instead has created a global company that’s revolutionizing how society cares for older adults, their families, and Care Professionals.
The Honor Care Platform combines local care and the most advanced technology to bring the highest quality care to more aging adults.





Show more",N/A,26d,"https://www.glassdoor.com/job-listing/senior-data-platform-engineer-honor-JV_KO0,29_KE30,35.htm?jl=1009407565066"
Senior Data Engineer,Colonial Pipeline Company,"Alpharetta, GA",$114K - $149K (Glassdoor est.),"Colonial has provided a wide range of opportunities for job candidates who are highly qualified, skilled, motivated and team players. Employees find exciting opportunities to grow and develop their careers at a stable company which offers a generous compensation and benefits package that includes annual incentive bonuses, retirement plans, insurance coverage and a host of other features that support a happy, active, productive and rewarding life. Come to Colonial, a great place to work, where people matter most, and where safety 24/7 is paramount.
Ready to work for Colonial Pipeline Company?
Are you intrigued by the thought of being part of revolutionizing the energy industry and a new era in the pipeline industry? Do you want to be a part of a company that is obsessed with excellence in everything we do? A company growing and expanding our business that is full of opportunity? If so, we are seeking smart, safety focused, and energetic professionals to join our team to help us to the next level of excellence!
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-engineer-colonial-pipeline-company-JV_IC1155582_KO0,20_KE21,46.htm?jl=1009382503575"
"Senior Machine Learning Engineer, Data Platform",PubMatic,"Redwood City, CA",$160K - $180K (Employer est.),"Location:
Redwood City, CA, US

Department:
Machine Learning/Ad Serving

PubMatic (Nasdaq: PUBM) is an independent technology company maximizing customer value by delivering digital advertising’s supply chain of the future.

PubMatic’s sell-side platform empowers the world’s leading digital content creators across the open internet to control access to their inventory and increase monetization by enabling marketers to drive return on investment and reach addressable audiences across ad formats and devices.

Since 2006, our infrastructure-driven approach has allowed for the efficient processing and utilization of data in real time. By delivering scalable and flexible programmatic innovation, we improve outcomes for our customers while championing a vibrant and transparent digital advertising supply chain.

Job Description

PubMatic is seeking a Sr. Machine Learning Engineer with big data experience who can work on building the next generation ML platform. The ideal candidate is a self-motivated problem solver with a strong background in big data tech stack, software design and development.

If you get excited about building a highly impactful machine learning platform which processes large datasets, in a creative and fast-paced open cultured environment, then you should consider applying for this position.

Responsibilities

Build, design and implement our highly scalable, fault-tolerant, highly available big data platform to process terabytes of data and provide customers with in-depth analytics.

Developing Big Data pipelines using modern technology stack such as Spark, Hadoop, Kafka, HBase, Hive,etc .

Developing analytics application ground up using modern technology stack such as Java, Spring, Tomcat, Jenkins, REST APIs, JDBC, Amazon Web Services, Hibernate;

Building data pipeline to automate high-volume data collection and processing to provide real-time data analytics.

Work collaboratively with Machine Learning and monetization team to make democratize data for analysis and impact.

Build solutions for help monetization team to run experiments at a fast pace and analyse data accurately to calculate impact.

Have good understanding of the engineering tech stack and ML algorithms to make data processing jobs powering these algorithms more efficient and scalable.

Develop systems to objectively monitor the impact of various experimental changes on machine learning algorithms, clearly highlighting both positive and negative outcomes.

Managing Hadoop Map Reduce and Spark Jobs & solving any ongoing issues with operating the cluster;

Expertise in developing Implementation of professional software engineering best practices for the full software development life cycle, including coding standards, performing code reviews, committing to Github, preparing documents in Confluence, continuous delivery using Jenkins, automated testing, and operations.

Participate in Agile/Scrum processes such as Sprint Planning, Sprint Retrospective, Backlog grooming, User story management, work item prioritization, etc.

Keep in regular touch with quality engineering team which ensure the quality of the platforms/products and performance SLAs of Java based microservices and Spark based data pipeline.

Support customer issues over email or JIRA(bug tracking system), provide updates, patches to customers to fix the issues.

Discuss with Technical Writing team about the technical documents that are published on documentation portal.

Perform code and design reviews for code implemented by peers or as per the code review process.

Qualifications

3-5 years coding experience in Java,

Solid computer science fundamentals including data structure and algorithm design, and creation of architectural specifications.

Expertise in developing Implementation of professional software engineering best practices for the full software development life cycle, including coding standards, code reviews, source control management, documentation, build processes, automated testing, and operations.

A passion for developing and maintaining a high-quality code and test base, and enabling contributions from engineers across the team.

Expertise in big data technologies like Hadoop, Spark, Kafka, HBase etc would be an added advantage.

Experience in developing and delivering large scale big data pipelines, real-time systems & data warehouses would be preferred.

Demonstrated ability to achieve stretch goals in a very innovative and fast paced environment.

Demonstrated ability to learn new technologies quickly and independently.

Excellent verbal and written communication skills, especially in technical communications.

Strong inter-personal skills and a desire to work collaboratively.

Compensation And Benefits

$160,000 - $180,000

In accordance with applicable law, the above salary range provided is PubMatic’s reasonable estimate of the base salary for this role. The actual amount may vary, based on non-discriminatory factors such as location, experience, knowledge, skills and abilities. In addition to salary PubMatic also offers a bonus and a competitive benefits package.

Additional Information

PubMatic employees throughout the globe have returned to our offices via a hybrid work schedule (3 days “in office” and 2 days “working remotely”) that is intended to maximize collaboration, innovation, and productivity among teams and across functions.

Our benefits package includes the best of what leading organizations provide such as, paid leave programs, paid holidays, healthcare, dental and vision insurance, disability and life insurance, commuter benefits, physical and financial wellness programs, unlimited DTO in the US (that we actually require you to use!), reimbursement for mobile and fully stocked pantries plus in-office catered lunches 4 days per week.

PubMatic is proud to be an equal opportunity employer; we don’t just value diversity, we promote and celebrate it. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status

San Francisco

Oakland
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-machine-learning-engineer-data-platform-pubmatic-JV_IC1147394_KO0,46_KE47,55.htm?jl=1009328656101"
"Software Engineer, Data Infrastructure",Joby Aviation,"Santa Cruz, CA",$126K - $188K (Employer est.),"Joby Overview: Located in Northern California, the team at Joby Aviation is driven by our goal of creating an affordable, all-electric air transportation system. Imagine a piloted air taxi that takes off vertically, then quietly carries you and your fellow passengers over the congested city streets below, enabling you to spend more time with the people and places that matter most. Since 2009, our team has worked steadily to make this dream a reality. We’ve designed and tested many generations of prototype aircraft capable of serving in a network of electric air taxis. We’re looking for talented, committed individuals to join our team as we push onwards toward certifying the Joby aircraft with the Federal Aviation Administration, scaling our manufacturing, and preparing to launch commercial service in 2025. Overview:
Working as a Senior Software Engineer you will be responsible for further development of infrastructure and platforms for wrangling data produced by Joby Aviation test and flight operations. You should be able to work cohesively inside of a team, understand large data systems, and have an eye for scalable and flexible designs. You will also need to work closely with your colleagues across a broad set of highly technical disciplines who depend on data. The ideal candidate is energetic, has a positive attitude, is flexible and excited about learning and using new technologies.
Responsibilities:
Required:
Desired:
EEO:
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/software-engineer-data-infrastructure-joby-aviation-JV_IC1147488_KO0,37_KE38,51.htm?jl=1009378375227"
Data Links & Communication Engineer SME,Applied Research Solutions,"Bedford, MA",$89K - $129K (Glassdoor est.),"Applied Research Solutions is seeking candidates for the role of Data Links & Communication Engineer SME located at Hanscom AFB, in Bedford, MA.
Why Work with us?
Applied Research Solutions (ARS) is respected as a world-class provider of technically integrated solutions as we deliver premier talent and technology across our focused markets for unparalleled, continuous mission support. Awarded a Best Places to Work nominee since 2020, ARS recognizes that without our career- driven, loyal professionals, we would not be able to deliver state-of-the-art results for our mission partners. We firmly believe that prioritizing our employees is of the upmost importance. We provide a culture where our employees are challenged to meet their career goals and aspirations, while still obtaining a work/life balance. ARS employees are motivated through our industry competitive benefits package, our awards and recognition program, and personalized attention from ARS Senior Managers.
Show more",N/A,4d,"https://www.glassdoor.com/job-listing/data-links-communication-engineer-sme-applied-research-solutions-JV_IC1154527_KO0,37_KE38,64.htm?jl=1009437407779"
Lead eCommerce Data Engineer,The Bradford Hammacher Group,"Niles, IL",$71K - $112K (Glassdoor est.),"Overview:
Impassioned…Emboldened…Infinitely Curious: The Bradford Exchange, part of The Bradford Hammacher Group family of brands, is a world leader in new product development. We have been selling joy for the last 50 years! Our global organization consists of 8 business divisions ranging from jewelry, apparel, collectible coins, home decor to holiday and so much more. We concept, create, design and market our creative products directly to our customers, and leverage licenses with the biggest names in entertainment and sports to bring unique and curated products to our customers across the globe.

We’re currently seeking a Lead eCommerce Data Engineer that will drive the design, development, and implementation of data, BI & analytic solutions and systems, including: business process analysis, database design, core data architecture, data process development and enhancement, and report/dashboard design & development. This senior level role will take responsibility for project work from requirements to implementation, and be able to guide, support, and measure team activities towards completion of project goals. Must be comfortable working in autonomous roles and providing quality/consistent communications with team members and senior management.


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/lead-ecommerce-data-engineer-the-bradford-hammacher-group-JV_IC1128931_KO0,28_KE29,57.htm?jl=1009323053091"
Data Center Engineer - NOAA CBU (On-site),"Earth Resources Technology, Inc","Fairmont, WV",$63K - $96K (Glassdoor est.),"Position Description
ERT is looking for a highly skilled data center technician to support NOAA's environmental satellite data center in Fairmont, WV to ensure that servers and network perform optimally. In this role, your duties will include data center monitoring, corrective and preventive maintenance, data center walkthroughs, emergency maintenance response, and status reporting. You will provide back up support for our satellite antenna technician. You will also be required to support equipment and supply shipping/receiving, inventory support, and other administrative management activities of the data center and satellite systems.
To ensure success as a data center technician, you should have experience in supporting data center monitoring and ensuring the efficiency of data center systems. You should have experience in taking proactive steps to reduce the likelihood of system outages, spot potential problems before they occur, and work on a team of professionals providing multiple site data monitoring, maintenance, and logistical support. Responsibilities include:



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-center-engineer-noaa-cbu-on-site-earth-resources-technology-inc-JV_IC1143878_KO0,37_KE38,68.htm?jl=1009314198977"
Senior Network Engineer - RRMS Data Center,Rapid Response Monitoring,"Corona, CA",$130K - $160K (Employer est.),"Location
This position is 100% in-office and reports to our facility on-site in Corona, CA
Role Summary
At Rapid Response Monitoring Services, we are on the cutting edge of enterprise technology, operating a state-of-the-art data center that powers critical monitoring services for our clients. As a Senior Network Engineer, you will have the opportunity to work with the latest networking hardware and software from industry leaders like Cisco, f5 Networks, Pure Storage, and Palo Alto Networks.
As the backbone of our data center operations, you will play a pivotal role in ensuring the seamless performance and security of our network. Your expertise will be essential in managing and optimizing our complex infrastructure, including firewalls, switches, routers, and other mission-critical networking equipment.








Show more",N/A,11d,"https://www.glassdoor.com/job-listing/senior-network-engineer-rrms-data-center-rapid-response-monitoring-JV_IC1147072_KO0,40_KE41,66.htm?jl=1009427141012"
"Senior Software Engineer, Data Platform",Moveworks.ai,"Mountain View, CA",$200K - $220K (Employer est.),"Data Infrastructure Mountain View, CA Full Time

Who We Are
Moveworks is the universal AI copilot for search and automation across all your business applications. We give employees one place to go to find information and get support while reducing costs for your business. The Moveworks Copilot is powered by an industry-leading Reasoning Engine that uses a combination of public and proprietary language models to understand employee queries, then build and execute multi-step plans that achieve them. It does this by linking into systems (like ITSM, HRIS, ERP, identity management, and more) with native and custom-built integrations that turn natural language into powerful automations for employees.

Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-software-engineer-data-platform-moveworks-ai-JV_IC1147431_KO0,38_KE39,51.htm?jl=1009279739362"
Lead Data Modeler - Data Engineer,Two Six Technologies,"Arlington, VA",$94K - $141K (Glassdoor est.),"At Two Six Technologies, we build, deploy, and implement innovative products that solve the world's most complex challenges today. Through unrivaled collaboration and unwavering trust, we push the boundaries of what's possible to empower our team and support our customers in building a safer global future.
Two Six Technologies is at the forefront of developing the future data model that ties multiple DoD domains together into a unified system. To aid this effort, we are seeking a Lead Data Modeler with an Active Top Secret (TS) clearance to lead this groundbreaking work. We are looking for a data expert with strong experience as a backend engineer or systems architect. The ideal Data Modeler will come up to speed on our data model and be able to act independently at the customer site and work and interact directly with our customer.

Show more",N/A,26d,"https://www.glassdoor.com/job-listing/lead-data-modeler-data-engineer-two-six-technologies-JV_IC1130337_KO0,31_KE32,52.htm?jl=1009407891412"
Engineer - Supervisory Control and Data Acquisition (SCADA),Brentwood Industries Inc.,"Reading, PA",$60K - $90K (Glassdoor est.),"SCADA Engineer – Reading, PA
We have an immediate opening for a SCADA Engineer
at our 621 Brentwood Drive Facility.
The Supervisory Control and Data Acquisition (“SCADA”) Engineer is responsible for human and machine interactions on the production floor integrating with various support systems, primarily ERP. The role is crucial in ensuring that production processes are stable, reliable, and capable of meeting global demands. Employee may perform other related duties as required to meet the ongoing needs of the organization.

Essential Responsibilities:



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/engineer-supervisory-control-and-data-acquisition-scada-brentwood-industries-inc-JV_IC1153175_KO0,55_KE56,80.htm?jl=1009313707361"
"Senior Principal Engineer, Data Infra",Cardlytics,"Menlo Park, CA",$260K - $285K (Employer est.),"About Cardlytics
Remember that time you got cash back on a cup of coffee through your banking app? That was us!
Cardlytics (NASDAQ: CDLX) is the industry-leading purchase intelligence and incentives platform. We are a product-driven company that cares about three things: our people, our customers, and our partners. Together, we make commerce more rewarding for everyone by helping businesses attract, understand, and incentivize consumers through their banks’ digital channels.
Location: Menlo Park, CA (Hybrid) or Remote - PST Time Zone
About the Team
At Data Infra, our goal is to streamline Cardlytics data consumption across the entire organization. We understand that accessible, reliable data underpins informed decision-making and innovative problem-solving. By partnering closely with teams, we tailor our solutions to fit their specific workflow needs and make strategic investments in our Data Infra platform to ensure swift access to data. Our approach is designed to not only simplify the way teams interact with data but also to accelerate time-to-insight, enabling Cardlytics teams to harness the full potential of their data for impactful outcomes.



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-principal-engineer-data-infra-cardlytics-JV_IC1147371_KO0,36_KE37,47.htm?jl=1009338797296"
"Senior Software Engineer, Data",Integral Ad Science,United States,$101K - $173K (Employer est.),"Integral Ad Science (IAS) is a global technology and data company that builds verification, optimization, and analytics solutions for the advertising industry and we're looking for a Senior Data Engineer to join our team. If you are excited by technology that has the power to handle hundreds of thousands of transactions per second; collect tens of billions of events each day; and evaluate thousands of data-points in real-time all while responding in just a few milliseconds, then IAS is the place for you!
As a Senior Software Engineer specializing in data, you will provide technical leadership and expertise to help build ad verification, analytics, and reporting solutions that deliver on the team's mission of helping advertisers to understand the quality of the ad data they're purchasing within the digital media ecosystem.
The ideal candidate is intellectually curious, dedicated, has a track record of design and building end-to-end software solutions, keen on keeping up with the latest industry trend, delivers high quality software within project timeline, enjoys working in a collaborative agile environment, can provide support and guidance to junior team members.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-software-engineer-data-integral-ad-science-JV_KO0,29_KE30,49.htm?jl=1009282639294"
Senior Software Engineer - Core Data Platform Team,Cardlytics,"Menlo Park, CA",$180K - $215K (Employer est.),"About Cardlytics
Remember that time you got cash back on a cup of coffee through your banking app? That was us!
Cardlytics (NASDAQ: CDLX) is the industry-leading purchase intelligence and incentives platform. We are a product-driven company that cares about three things: our people, our customers, and our partners. Together, we make commerce more rewarding for everyone by helping businesses attract, understand, and incentivize consumers through their banks’ digital channels.
About the Position
Cardlytics is seeking a Senior Software Engineer to join our team, reporting to the Director of Engineering. The core data platform team is responsible for the data infrastructure that power the various products and offerings within Cardlytics.


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-software-engineer-core-data-platform-team-cardlytics-JV_IC1147371_KO0,48_KE49,59.htm?jl=1009338797407"
Staff Software Engineer - Data Platform,Harness.io,"Mountain View, CA",$145K - $185K (Employer est.),"Mountain View, CA
Harness is a high-growth company that is disrupting the software delivery market. Our mission is to enable the 30 million software developers in the world to deliver code to their users reliably, efficiently, securely and quickly, increasing customers’ pace of innovation while improving the developer experience. We offer solutions for every step of the software delivery lifecycle to build, test, secure, deploy and manage reliability, feature flags and cloud costs. The Harness Software Delivery Platform includes modules for CI, CD, Cloud Cost Management, Feature Flags, Service Reliability Management, Security Testing Orchestration, Chaos Engineering, Software Engineering Insights and continues to expand at an incredibly fast pace.
Harness is led by technologist and entrepreneur Jyoti Bansal, who founded AppDynamics and sold it to Cisco for $3.7B. We’re backed with $425M in venture financing from top-tier VC and strategic firms, including J.P. Morgan, Capital One Ventures, Citi Ventures, ServiceNow, Splunk Ventures, Norwest Venture Partners, Adage Capital Partners, Balyasny Asset Management, Gaingels, Harmonic Growth Partners, Menlo Ventures, IVP, Unusual Ventures, GV (formerly Google Ventures), Alkeon Capital, Battery Ventures, Sorenson Capital, Thomvest Ventures and Silicon Valley Bank.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/staff-software-engineer-data-platform-harness-io-JV_IC1147431_KO0,37_KE38,48.htm?jl=1009326672076"
"Lead Engineer, Data Management","Vuori, Inc","Carlsbad, CA",$160K - $175K (Employer est.),"Company Description

Vuori is re-defining what athletic apparel looks like: built to move and sweat in but designed with a casual aesthetic to transition into everyday life. We draw inspiration from an active coastal California lifestyle; an integration of fitness, creative expression, and life. We aim to inspire others to take on all aspects of their lives with clarity, enthusiasm, and purpose…while having a lot of fun along the way. Working at Vuori, our goal is to create something special together. Our foundation and success are made possible thanks to incredible people, thriving culture, and an inspirational community.

Job Description





Show more",N/A,18d,"https://www.glassdoor.com/job-listing/lead-engineer-data-management-vuori-inc-JV_IC1147279_KO0,29_KE30,39.htm?jl=1009417670870"
Data Links and Communication Engineer,"Odyssey Systems Consulting Group, Ltd.","Bedford, MA",$114K - $168K (Glassdoor est.),"Position Summary:
Odyssey Systems has an exciting opportunity for a Data Links and Communication Engineer SME providing support to the Air Force Life Cycle Management Center Aerial Networks Division (AFLCMC/HNA).

This position will support the Tactical Data Networks Enterprise Program.
Responsibilities:
In this position you will need to posses the advanced knowledge, experience and recognized ability to be considered an expert in their technical/professional field and possess the ability to perform tasks and oversee the efforts of junior and mid-level personnel within the technical/professional discipline. You will provide knowledge and experience in the development, integration, testing, and deployment of Air Force systems and their associated data links, to include definition of data link interoperability, interfaces, and verification and test assessment requirements.

Qualifications:





Company Overview:


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-links-and-communication-engineer-odyssey-systems-consulting-group-ltd-JV_IC1154527_KO0,37_KE38,74.htm?jl=1009324475144"
Principal Engineer Customer Data Platform - NYC,Rokt,"New York, NY",$190K - $312K (Employer est.),"We are Rokt, a hyper-growth ecommerce leader. We enable companies to unlock value by making each transaction relevant at the moment that matters most, when customers are buying. Together, Rokt's AI-based relevance Platform and scaled ecommerce network powers billions of transactions. In December 2022, Rokt’s valuation increased to $2.4 billion USD, allowing us to expand rapidly across 15 countries.
The Rokt engineering team builds best-in-class ecommerce technology that provides personalized and relevant experiences for customers globally and empowers marketers with sophisticated, AI-driven tooling to better understand consumers. Our bespoke platform handles millions of transactions per day and considers billions of data points which give engineers the opportunity to build technology at scale, collaborate across teams and gain exposure to a wide range of technology.
Show more",N/A,5d,"https://www.glassdoor.com/job-listing/principal-engineer-customer-data-platform-nyc-rokt-JV_IC1132348_KO0,45_KE46,50.htm?jl=1009435828821"
Sr. Software Engineer – Data Analysis and Visualization System,Riverside Research Institute,"Centreville, VA",$160K - $192K (Employer est.),"Riverside Overview: Riverside Research is an independent National Security Nonprofit dedicated to research and development in the national interest. We provide high-end technical services, research and development, and prototype solutions to some of the country’s most challenging technical problems. All Riverside Research opportunities require U.S. Citizenship. Position Overview:
Riverside Research is seeking a Sr. Software Engineer – Data Analysis and Visualization System to work in our Lexington, MA, or Centreville, VA office. We are searching for an experienced candidate that has worked in environments with good software cultures promoting best practices and processes. We seek a motivated and collaborative employee who will be comfortable working within a cohesive software development team. This candidate will help define architecture, plan out designs, write code to implement functionality, and maintain a software system that includes multiple services, components, and user facing clients.

Responsibilities:
Qualifications:
Global Comp: $160,000 - $192,000 This represents the typical compensation range for this position based on experience, location and other factors. Closing Statement: Riverside Research Institute is a not-for-profit, technology-oriented defense company, where service to our customers and support of our staff is our overall mission. Riverside is an affirmative action-equal opportunity employer and complies with all applicable federal, state, and local laws regarding recruitment and hiring. Riverside offers comprehensive compensation and benefit packages to our employees. Riverside bases its employment decisions solely on technical experience, qualifications and other job-related criteria related to our organizational purpose as a not-for-profit company, and without regard to race, color, religion, age, sex marital status, sexual orientation, national origin, physical or mental disability, veteran’s status or any other status legally protected by applicable federal, state, and local law.
Show more",N/A,15d,"https://www.glassdoor.com/job-listing/sr-software-engineer-data-analysis-and-visualization-system-riverside-research-institute-JV_IC1130352_KO0,59_KE60,88.htm?jl=1009420850411"
Sr. Data Center Telecommunications Engineer,"Intrado Life & Safety, Inc.","Longmont, CO",$70K - $119K (Employer est.),"About Us:
Intrado is dedicated to saving lives and protecting communities, helping them prepare for, respond to, and recover from critical events.
Today, our cutting-edge SaaS company is at the forefront of transforming the 911 emergency response continuum with next generation data-driven software. Intrado’s solutions allow enterprises, call takers, dispatchers, and first responders to make more informed decisions, respond quickly and safely, and ultimately serve their communities better.
Responsibilities:
Office Location: 1601 Dry Creek Drive #250, Longmont CO 80503
This role does require individuals to be onsite Monday through Friday


Total Rewards:

Show more",N/A,11d,"https://www.glassdoor.com/job-listing/sr-data-center-telecommunications-engineer-intrado-life-safety-inc-JV_IC1148118_KO0,42_KE43,66.htm?jl=1009427402957"
Data Center Safety Engineer 数据中心安全工程师,EZSVS USA Inc.,"Atlanta, GA",$60K (Employer est.),"Job Responsibilities:
Safeguard the physical security of the IDC site and ensure personnel and asset access compliance.
Promote data center on-site operation and maintenance, facilities and other related teams to land the physical security management system;
Through training, drills and tests, improve the safety awareness and safety skills of the on-site safety team to meet the requirements of each position and guarantee the physical safety of the territory; OSHA certificate &/ OR NFPA 704 Diamond are preferred
through the daily security patrol, the machine room security status of the full amount of inspection, timely detection of risks and hidden problems, and promote the rectification of the closed loop;
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-center-safety-engineer-%E6%95%B0%E6%8D%AE%E4%B8%AD%E5%BF%83%E5%AE%89%E5%85%A8%E5%B7%A5%E7%A8%8B%E5%B8%88-ezsvs-usa-inc-JV_IC1155583_KO0,37_KE38,51.htm?jl=1009399323099"
SDA Data Fusion Network Engineer,"Odyssey Systems Consulting Group, Ltd.","Colorado Springs, CO",$125K - $135K (Employer est.),"Position Summary:
Odyssey Systems has an exciting opportunity for an Advisory and Assistance Services (A&AS) contractor supporting the US Space Force and its mission to Protect and Defend National Security Interests in Space as a Space Domain Awareness (SDA) Data Fusion Network Engineer on the US Space Force, Space Systems Command, Space Domain Awareness (SDA) Acquisition Delta’s Space Data Fusion team. This position provides A&AS support to transition science and technology efforts to real-world operational systems.

This is a full-time position at 2424 Garden of the Gods Road in Colorado Springs, CO with an opportunity for remote work 2-3 days per week at the discretion of the Government.



Responsibilities:
Qualifications:
Company Overview:

Please Note::





Show more",N/A,29d,"https://www.glassdoor.com/job-listing/sda-data-fusion-network-engineer-odyssey-systems-consulting-group-ltd-JV_IC1148136_KO0,32_KE33,69.htm?jl=1009404744861"
Senior Cloud Data Engineer - TS/SCI with Polygraph,Applied Insight,"Hanover, MD",$73K - $105K (Glassdoor est.),"About Us: Innovating to solve real-world problems
Applied Insight enhances the ability of federal government customers to preserve national security, deliver justice and serve the public with advanced technologies and quality analysis. We work closely with agencies and industry to overcome technical and cultural hurdles to innovation, empowering them with the latest end-to-end cloud infrastructure, big data and cyber capabilities. Our expertise in cross-domain and boundary solutions, network analytics, DevOps and low-to-high development is unique in our industry. We develop and deliver innovative products and applications that are deployed in highly sensitive customer environments and have broad applications for federal missions.
On joining the Applied Insight team, you’ll be working to solve real-world problems on missions that matter with people who share your passions and encourage your ambition. It’s vital to us that we hire committed people who are great at what they do. We return that commitment by empowering them with the autonomy, the support and the tools they need to fulfill their true potential.




Flexible work from home options available.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-cloud-data-engineer-ts-sci-with-polygraph-applied-insight-JV_IC1153584_KO0,48_KE49,64.htm?jl=1009351465624"
