Job_Title,Job_Company,Job_Location,Job_Salary,Job_Description,Job_Email,Job_PostedDate,Job_Link
Sr. Data Engineer,CommunityAmerica Credit Union,"Lenexa, KS",$78K - $106K (Glassdoor est.),"Summary:
CommunityAmerica Credit Union (CACU) is seeking a strong and experienced Senior Data Engineer to support TruHome Solutions, LLC. As a Senior Data Engineer, you will be responsible for developing and maintaining data pipelines across multiple platforms and managing TruHome’s data warehouse to support business intelligence and business operations. This role will also assist with defining and implementing TruHome’s future cloud data architecture and technology solutions.
Duties & Responsibilities:
Work closely with business stakeholders to gain an understanding of TruHome’s business and data/reporting needs.
Requirements:


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/sr-data-engineer-communityamerica-credit-union-JV_IC1151040_KO0,16_KE17,46.htm?jl=1009401197245"
Lead Azure Data Engineer,Intone Networks,"Charlotte, NC",$104K - $133K (Glassdoor est.),"Must Haves: • 9+ years of experience in a data engineering role, with expertise in designing and building data pipelines, ETL processes, and data warehouses • 2+ years of experience working as a lead and developing/mentoring other engineers • Strong experience in Azure cloud and all azure services to include ADF, Databricks, Synapse, etc • Strong proficiency in SQL, Python and PySpark programming languages • Experience in implementing CI/CD pipelines for automating build, test, and deployment processes • Solid understanding of data modeling concepts, data warehousing architectures, and data management best practices Plusses: • Must have retail experience • Relevant certifications (e.g., Azure, Databricks, Snowflake) would be a plus • If they have snowflake or fabric Day-2-Day: A client in Charlotte, NC is looking for Lead Data Engineer to join their team. As the Technical Lead Data Engineer, your primary responsibility will be to spearhead the design, development, and implementation of data solutions aimed at empowering the organization to derive actionable insights from intricate datasets. You will take the lead in guiding a team of data engineers, fostering collaboration with cross-functional teams, and spearheading initiatives geared towards fortifying our data infrastructure, CI/CD pipelines, and analytics capabilities. Responsibilities are shown below: • Apply advanced knowledge of Data Engineering principles, methodologies and techniques to design and implement data loading and aggregation frameworks across broad areas of the organization. • Gather and process raw, structured, semi-structured and unstructured data using batch and real-time data processing frameworks. • Implement and optimize data solutions in enterprise data warehouses and big data repositories, focusing primarily on movement to the cloud. • Drive new and enhanced capabilities to Enterprise Data Platform partners to meet the needs of product / engineering / business. • Experience building enterprise systems especially using Databricks, Snowflake and platforms like Azure, AWS, GCP etc • Leverage strong Python, Spark, SQL programming skills to construct robust pipelines for efficient data processing and analysis. • Implement CI/CD pipelines for automating build, test, and deployment processes to accelerate the delivery of data solutions. • Implement data modeling techniques to design and optimize data schemas, ensuring data integrity and performance. • Drive continuous improvement initiatives to enhance performance, reliability, and scalability of our data infrastructure. • Collaborate with data scientists, analysts, and other stakeholders to understand business requirements and translate them into technical solutions. • Implement best practices for data governance, security, and compliance to ensure the integrity and confidentiality of our data assets.
Show more",N/A,28d,"https://www.glassdoor.com/job-listing/lead-azure-data-engineer-intone-networks-JV_IC1138644_KO0,24_KE25,40.htm?jl=1009405360831"
"Lead Engineer, Data & Analytics",Viewrail,"Goshen, IN",$125K - $175K (Employer est.),"Position Requirements & Responsibilities: (These requirements are in addition to any and all Viewrail employment requirements and policies.)
Job Summary:
Viewrail is seeking a Lead Engineer, Data & Analytics to join our Information Technology team and collaborate with a supportive and innovative group of technology and business professionals. This role will serve as a critical player in upholding our commitment to excellence through leadership over our data platform, engineering & analytics disciplines.
Our ideal candidate is a strategic thinker and exceptional leader who is passionate about using data to enable successful business outcomes. Your expertise will be essential in spearheading the design, development, and implementation of our evolving data infrastructure. You will lead a team of engineers, architecting scalable solutions to collect, process, and analyze data, ultimately driving critical business decisions and maximizing operational efficiency. For the right person, we will consider a remote working arrangement.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/lead-engineer-data-analytics-viewrail-JV_IC1144902_KO0,28_KE29,37.htm?jl=1009331890734"
"Data Engineer – Apache Spark, GCP- (Brazil, Argentina or Mexico only)",Zazmic,"Mexico, MO",$48K - $86K (Glassdoor est.),"Argentina, Brazil, Latin America, Mexico
Middle, Senior
Type: Remote
Average Vacancy
Dear Candidate,
Before submitting your resume, please pay attention to the location – we will not be able to review your resume and provide feedback if you are not (in fact) located in the location of the vacancy.
Thanks for understanding
Job Title: Senior Data Engineer (Apache Spark, GCP)
Join our dynamic data team, where you’ll have the opportunity to shape the future of our data infrastructure and drive innovation across the organization. We’re looking for a highly skilled Data Engineer who thrives in a fast-paced environment and is passionate about leveraging cutting-edge technologies to deliver impactful solutions.
Show more",N/A,13d,"https://www.glassdoor.com/job-listing/data-engineer-apache-spark-gcp-brazil-argentina-or-mexico-only-zazmic-JV_IC1131135_KO0,62_KE63,69.htm?jl=1009423269911"
Commercial Data Program Sr. Systems Engineer,Science & Technology Corporation,"Silver Spring, MD",$125K - $145K (Employer est.),"Founded in 1979, Science and Technology Corporation (STC) delivers an extensive range of award- winning advanced scientific, engineering, and technical support services to the U.S. Government and Industry customers. Our proven expertise and experience span scientific research, development, test and evaluation in areas such as earth and atmospheric sciences, engineering, data science and software engineering. Will you join our world-class team?
Employment Category: Full-Time/Regular
Location: Temporarily Remote - Must be within driving distance of Silver Spring, MD
Travel: Some travel may be required both locally and domestically by car or plane.
Security Clearance: Must be able to obtain and maintain a Public Trust

Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/commercial-data-program-sr-systems-engineer-science-technology-corporation-JV_IC1153904_KO0,43_KE44,74.htm?jl=1009313752577"
Senior Software Engineer - Data Engineering,Akuna Capital,"Chicago, IL",$148K - $194K (Glassdoor est.),"About Akuna:
Akuna Capital is an innovative trading firm with a strong focus on collaboration, cutting-edge technology, data driven solutions, and automation. We specialize in providing liquidity as an options market-maker – meaning we are committed to providing competitive quotes that we are willing to both buy and sell. To do this successfully, we design and implement our own low latency technologies, trading strategies, and mathematical models.
Our Founding Partners first conceptualized Akuna in their hometown of Sydney. They opened the firm's first office in 2011 in the heart of the derivatives industry and the options capital of the world – Chicago. Today, Akuna is proud to operate from additional offices in Sydney, Shanghai and London.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-software-engineer-data-engineering-akuna-capital-JV_IC1128808_KO0,41_KE42,55.htm?jl=1009400106042"
Digital Systems Architect/Data Engineer (TC2221),Research Innovations,United States,$123K - $167K (Employer est.),"RII develops cutting-edge software for the government and military. We use agile development practices and user-centered design to create innovative software solutions for complex real-world problems. We're breaking through the big, slow status quo with transformative technology that fundamentally changes and improves the world.

We seek a Digital Systems Architect to manage systems to store and secure various data and ensure that the data are available to authorized users. As an integrated digital approach, explore possibilities and develop innovative solutions in a virtual environment. This position supports the U.S. Indo-Pacific Command (USINDOPACOM) Integrated Joint Fires Center (IJFC) at Camp H.M. Smith, Hawaii.







Show more",N/A,25d,"https://www.glassdoor.com/job-listing/digital-systems-architect-data-engineer-tc2221-research-innovations-JV_KO0,46_KE47,67.htm?jl=1009409186279"
SFIS Compliance Data Engineer,Intelligent Waves LLC,"Crystal City, VA",$93K - $136K (Glassdoor est.),"Overview:
Since 2006, Intelligent Waves has delivered mission-focused multi-domain operational expertise and innovation to the Government through high-impact technology solutions in cybersecurity, data science, enterprise network engineering, software development, and platform mission support. Anytime. Anywhere. Any domain.

Advana is a multi-domain technology platform which offers military and business decision makers, analysts, and users at all levels unprecedented access to authoritative enterprise data and structured analytics in a scalable, reliable, and secure environment. It offers platform-, data analytics-, and data science-as-a-service tools to complete analysis and data exploration and data visualization capabilities. Using one central data platform with right-time data, data tools, and other self-service products, the goal of Advana is to simplify solutions and put the power of analytics in the pocket of every analyst and decision-making authority within the DOD.




Responsibilities:

Qualifications:




Show more",N/A,18d,"https://www.glassdoor.com/job-listing/sfis-compliance-data-engineer-intelligent-waves-llc-JV_IC4990373_KO0,29_KE30,51.htm?jl=1009418135146"
Data Engineer (TS/SCI with Poly),Orbis Operations Management Company,"Chantilly, VA",$71K - $125K (Glassdoor est.),"ORBIS is seeking an innovative Data Engineer with a TS/SCI and polygraph clearance. They will be responsible for interfacing with upstream and downstream data providers and consumers and will advise (and potentially help implement) on architectures to make the data useful and accessible. The Consultant will support a variety of efforts not restricted to a singular geographic region or language (existing natural language processes operate on 8 languages from across the globe, and more will likely be required). On this project, you’ll have the opportunity to demonstrate your intellectual agility by aiding development of key performance insights and identifying dataflows and techniques to measure their success and will work closely with stakeholders to ensure that data science processes are aligned with mission objectives. This project features the opportunity to interact with a wide range of key stakeholders, including those at senior levels, and has the potential for travel. There are multiple locations to work out of including Chantilly, VA, McLean, VA, and Bethesda, MD. This is an exciting opportunity for an intellectually curious, energetic data scientist looking for more ""hands-on"" experience to work on a project with real impact helping our client develop ways to understand and improve performance of activities that support delivery of the mission.

Show more",N/A,11d,"https://www.glassdoor.com/job-listing/data-engineer-ts-sci-with-poly-orbis-operations-management-company-JV_IC1130353_KO0,30_KE31,66.htm?jl=1009426956110"
Software Engineer / Data Integration - Senior,Boeing Intelligence & Analytics,"Elkridge, MD",$170K - $186K (Employer est.),"Software Engineer / Data Integrator - Senior
Why This is an Exciting Role:
Join Boeing Intelligence & Analytics as a Software Engineer, where you'll play a pivotal role in developing and optimizing data transformation processes. Collaborate with a talented team of developers to architect and implement solutions using Extract-Transform-Load (ETL) methodologies, ensuring seamless data integration into critical software systems. You'll have the opportunity to work on high-impact projects that directly contribute to national security initiatives, leveraging cutting-edge technologies and protocols like HTML and SFTP.
What Makes BI&A Different:
As a fully owned subsidiary of The Boeing Company, BI&A offers an optimal mix of a small company environment with exceptional opportunities supported by a large corporation.
Our talented employees bring software development, systems engineering, and advanced analytics expertise.



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/software-engineer-data-integration-senior-boeing-intelligence-analytics-JV_IC1153559_KO0,41_KE42,71.htm?jl=1009386182114"
Senior Data Center Engineer,SciTec,"Boulder, CO",$125K - $166K (Employer est.),"SciTec has been awarded multiple government contracts and is growing our creative Team! SciTec, Inc. is a dynamic small business with the mission to deliver advanced sensor data processing technologies and scientific instrumentation capabilities in support of National Security and Defense. We support customers throughout the Department of Defense and U.S. Government in building innovative new tools to deliver unique world-class data exploitation capabilities.
Important Notice: SciTec exclusively works on U.S. government contracts that require U.S. citizenship for all employees. SciTec cannot sponsor or assume sponsorship of employee work visas of any type. Further, U.S. citizenship is a requirement to obtain and keep a security clearance. Applicants that do not meet these requirements will not be considered.


Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-center-engineer-scitec-JV_IC1148112_KO0,27_KE28,34.htm?jl=1009371639338"
HPC Engineer/Data Storage Engineer,Sabre Systems Inc.,"Arlington, VA",$99K - $132K (Glassdoor est.),"Responsibilities:
Job title: HPC Data Storage Engineer

Duties: The HPC Data Storage Engineer will be responsible for all files, data, and storage systems at their location, and assist the remote location as needed. This includes managing where data is stored, capacity planning and management, performance management, metrics reporting, quotas, policy enforcement, and hardware management and tuning.

Location: The selected candidate will be required to work onsite in Arlington, VA
Qualifications:

Overview:







Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/hpc-engineer-data-storage-engineer-sabre-systems-inc-JV_IC1130337_KO0,34_KE35,52.htm?jl=1009309429230"
System Engineer - XML/XSD - Data - (6+ Yrs Experience),"Prodigy One, LLC","Annapolis Junction, MD",$141K - $150K (Employer est.),"Prodigy One, LLC. is a software engineering and consulting firm providing more than 45 years of service to state and federal customers. By combining unparalleled experience and capabilities, our company provides big data, cloud development, and enterprise management solutions. We are focused on product usability and end user presentation to help our customers make the best decisions possible. Given our length of service in the industry, Prodigy One knows the importance of a competitive salary and benefits package. That's why our total compensation package can be tailored to meet employees personal needs.

A CLEARANCE IS REQUIRED TO BE CONSIDERED FOR THIS ROLE
Clearance required: Active TS/SCI clearance with Polygraph

Location: Annapolis Junction, MD


(The compensation of this position starts at the lower amount of the stated salary range while higher amounts may be achieved by the candidate accepting less PTO, waiving Healthcare, or both.)



We are seeking a Systems Engineer to support the Data Transformation Solutions (DTS) TTO which provides normalization of cyber security data and automation of threat intelligence. The engineer will provide data or process modelling support for modelling cyber data into a common data model. The successful candidate will have experience with XML Schemas, data or process abstraction, or database design experience.

Required skills/experience:


A Bachelor’s degree in a Qualified Engineering Field or a related discipline from
an accredited college or university plus six (6) years of systems engineering experience.

OR
A High School Diploma or GED plus ten (10) years of general systems engineering experience (any process
area).

OR
A Master’s degree in a Qualified Engineering Field (See Note 1) or a related discipline (See Note 2) from an
accredited college or university plus four (4) years of systems engineering experience.


Prodigy One, LLC provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/system-engineer-xml-xsd-data-6-yrs-experience-prodigy-one-llc-JV_IC1153524_KO0,45_KE46,61.htm?jl=1009379264769"
